"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ASSAULTCORR","ASSAULTOTRSTAFFF","DEATHSTAFFYN","ADPF","ADP","DESIGNWT","FINALWT","year"
"1540","BENTON COUNTY JAIL",9,0,0,0,0,2,0,75,5.5377,5.768437862,"2014"
"1541","BLOUNT COUNTY JAIL",7,0,0,0,0,-9,0,479,1.4136,1.587581515,"2014"
"1542","CARTER COUNTY JAIL & WORKHOUSE",8,0,0,0,0,-9,0,278,2.7519,3.01743412,"2014"
"1543","FENTRESS COUNTY JAIL",9,0,0,0,0,2,1,53,5.5377,5.768437862,"2014"
"1544","GREENE COUNTY JAIL",7,0,0,0,0,-9,1,372,1.4136,1.587581515,"2014"
"1545","HAMBLEN COUNTY JAIL",8,0,0,0,0,-9,0,365,2.7519,3.01743412,"2014"
"1546","HAMILTON COUNTY JAIL",1,15,155,31,0,2,0,589,1,1.078947425,"2014"
"1547","SILVERDALE  PENAL FARM - C.C.A.",1,38,203,1,0,2,0,663,1,1.078947425,"2014"
"1548","HARDEMAN COUNTY JAIL",9,0,0,0,0,-9,0,148,5.5377,5.768437862,"2014"
"1549","HAWKINS COUNTY JAIL",9,0,0,0,0,-9,0,247,5.5377,5.768437862,"2014"
"1550","HENDERSON COUNTY JAIL",9,0,0,0,0,-9,1,185,5.5377,5.768437862,"2014"
"1551","HUMPHREYS COUNTY JAIL",9,0,0,0,0,2,0,52,5.5377,5.768437862,"2014"
"1552","KNOX COUNTY",1,56,192,1,0,2,0,1093,1,1.078947425,"2014"
"1553","MACON COUNTY JAIL",8,0,0,0,0,-9,0,138,2.7519,3.01743412,"2014"
"1554","MADISON COUNTY PENAL FARM",2,0,0,0,0,-9,1,83,2.4167,2.416699886,"2014"
"1555","MADISON COUNTY JAIL",2,0,0,0,0,2,0,368,2.4167,2.416699886,"2014"
"1556","MONTGOMERY COUNTY JAIL",2,0,0,0,0,-9,0,456,2.4167,2.416699886,"2014"
"1557","MORGAN COUNTY JAIL",9,0,0,0,0,-9,1,57,5.5377,5.768437862,"2014"
"1558","OBION COUNTY JAIL",8,0,0,0,0,-9,0,139,2.7519,3.01743412,"2014"
"1559","PUTNAM COUNTY JAIL",7,0,0,0,0,-9,0,225,1.4136,1.587581515,"2014"
"1560","ROANE COUNTY JAIL",9,0,0,0,0,-9,0,182,5.5377,5.768437862,"2014"
"1561","ROBERTSON COUNTY JAIL",7,0,0,0,0,2,0,482,1.4136,1.587581515,"2014"
"1562","RUTHERFORD COUNTY JAIL",1,2,149,2,0,2,0,767,1,1.078947425,"2014"
"1563","RUTHERFORD COUNTY WORKHOUSE",1,8,48,0,0,2,0,163,1,1.078947425,"2014"
"1564","SEVIER COUNTY JAIL",7,0,0,0,0,-9,0,513,1.4136,1.587581515,"2014"
"1565","SHELBY COUNTY DIVISION OF CORRECTIONS",1,0,0,0,0,2,5,3102,1,1.078947425,"2014"
"1566","SHELBY COUNTY JAIL AND JAIL EAST (WOMEN)",1,231,906,0,0,2,0,2456,1,1.078947425,"2014"
"1567","SULLIVAN COUNTY JAIL",7,0,0,0,0,2,0,640,1.4136,1.587581515,"2014"
"1568","TIPTON COUNTY JAIL",1,2,35,0,0,2,0,146,1,1.078947425,"2014"
"1569","WEST TENNESSEE DET FAC - C.C.A.",1,0,0,0,0,2,5,414,1,1.078947425,"2014"
"1570","TROUSDALE COUNTY JAIL",9,0,0,0,0,-9,0,39,5.5377,5.768437862,"2014"
"1571","DAVIDSON COUNTY SHERIFFS OFFICE",1,468,859,1,1,2,0,1975,1,1.078947425,"2014"
"1572","METRO DAVIDSON COUNTY DETENTION  FAC- C.C.A.",1,0,0,0,0,2,1,998,1,1.078947425,"2014"
"1573","MOORE COUNTY JAIL",10,0,0,0,0,-9,1,23,15.7,16.98163223,"2014"
"1574","JOHNSON CITY JAIL",9,0,0,0,0,-9,0,88,5.5377,5.768437862,"2014"
"1575","ANGELINA COUNTY JAIL",7,0,0,0,0,-9,0,238,1.4136,1.587581515,"2014"
"1576","BASTROP COUNTY JAIL",8,0,0,0,0,-9,0,269,2.7519,3.01743412,"2014"
"1577","BEE COUNTY JAIL",8,0,0,0,0,-9,1,98,2.7519,3.01743412,"2014"
"1578","BELL COUNTY LAW ENFORCEMENT CENTER",7,0,0,0,0,-9,0,743,1.4136,1.587581515,"2014"
"1579","BEXAR COUNTY ADULT DETENTION CENTER",1,290,1062,0,0,2,0,3865,1,1.078947425,"2014"
"1580","BOWIE COUNTY",7,0,0,0,0,-9,0,380,1.4136,1.587581515,"2014"
"1581","BRAZORIA COUNTY JAIL & DETENTION CENTER",1,25,75,0,0,2,1,736,1,1.078947425,"2014"
"1582","BURLESON COUNTY JAIL",9,0,0,0,0,-9,1,62,5.5377,5.768437862,"2014"
"1583","CAMERON COUNTY",1,0,0,0,0,2,0,1280,1,1.078947425,"2014"
"1584","COLLIN COUNTY JAIL",1,63,339,6,0,2,0,907,1,1.078947425,"2014"
"1585","COMAL COUNTY JAIL",7,0,0,0,0,-9,0,282,1.4136,1.587581515,"2014"
"1586","DALLAM-HARTLEY REGIONAL JAIL",12,2,15,0,0,2,0,31,1,1.060606003,"2014"
"1587","DALLAS COUNTY",1,75,1455,0,0,2,1,6250,1,1.078947425,"2014"
"1588","DEAF SMITH COUNTY JAIL",9,0,0,0,0,-9,0,73,5.5377,5.768437862,"2014"
"1589","DENTON COUNTY DETENTION CENTER",1,29,384,6,0,2,0,1105,1,1.078947425,"2014"
"1590","DICKENS COUNTY JAIL",7,0,0,0,0,-9,1,3,1.4136,1.587581515,"2014"
"1591","ECTOR COUNTY JAIL",1,0,0,0,0,2,1,659,1,1.078947425,"2014"
"1592","ELLIS COUNTY JAIL",7,0,0,0,0,-9,0,403,1.4136,1.587581515,"2014"
"1593","EL PASO COUNTY DETENTION FACILITY",1,115,638,0,0,2,0,2329,1,1.078947425,"2014"
"1594","FORT BEND COUNTY JAIL",1,50,366,3,1,2,1,970,1,1.078947425,"2014"
"1595","GALVESTON COUNTY JAIL",1,78,281,8,0,2,0,936,1,1.078947425,"2014"
"1596","GOLIAD COUNTY JAIL",5,0,0,0,0,2,0,30,11.3636,11.36359978,"2014"
"1597","GRAY COUNTY JAIL",9,0,0,0,0,-9,1,56,5.5377,5.768437862,"2014"
"1598","GREGG COUNTY JAIL",1,3,165,0,0,2,0,750,1,1.078947425,"2014"
"1599","HARRIS COUNTY",1,850,2550,5,0,2,1,8880,1,1.078947425,"2014"
"1600","HARRISON COUNTY JAIL",8,0,0,0,0,-9,0,250,2.7519,3.01743412,"2014"
"1601","HAYS COUNTY JAIL",7,0,0,0,0,-9,0,300,1.4136,1.587581515,"2014"
"1602","HIDALGO COUNTY ADULT DETENTION CENTER",1,66,391,16,0,2,0,1110,1,1.078947425,"2014"
"1603","HOOD COUNTY JAIL",8,0,0,0,0,-9,0,142,2.7519,3.01743412,"2014"
"1604","HUDSPETH COUNTY JAIL",8,0,0,0,0,-9,0,107,2.7519,3.01743412,"2014"
"1605","HUNT COUNTY CRIMINAL JUSTICE CENTER",7,0,0,0,0,-9,0,347,1.4136,1.587581515,"2014"
"1606","JACK COUNTY JAIL",9,0,0,0,0,-9,0,15,5.5377,5.768437862,"2014"
"1607","JEFFERSON COUNTY DETENTION CENTER",1,0,0,0,0,2,0,837,1,1.078947425,"2014"
"1608","JOHNSON COUNTY JAIL",7,0,0,0,0,-9,0,750,1.4136,1.587581515,"2014"
"1609","KNOX COUNTY JAIL",10,0,0,0,0,-9,1,8,15.7,16.98163223,"2014"
"1610","LIBERTY COUNTY JAIL - CIVIGENICS",7,0,0,0,0,2,0,231,1.4136,1.587581515,"2014"
"1611","LIMESTONE COUNTY JAIL",1,5,55,0,0,2,0,139,1,1.078947425,"2014"
"1612","MCLENNAN COUNTY JAIL",1,69,250,0,0,2,0,846,1,1.078947425,"2014"
"1613","MATAGORDA COUNTY JAIL",9,0,0,0,0,-9,0,132,5.5377,5.768437862,"2014"
"1614","MEDINA COUNTY JAIL",9,0,0,0,0,-9,0,78,5.5377,5.768437862,"2014"
"1615","MONTGOMERY COUNTY JAIL",1,25,279,0,0,2,0,1123,1,1.078947425,"2014"
"1616","NACOGDOCHES COUNTY JAIL",7,0,0,0,0,-9,0,233,1.4136,1.587581515,"2014"
"1617","NEWTON COUNTY JAIL",7,0,0,0,0,-9,0,14,1.4136,1.587581515,"2014"
"1618","NUECES COUNTY JAIL",1,30,230,0,0,2,1,970,1,1.078947425,"2014"
"1619","POTTER COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,516,1.4136,1.587581515,"2014"
"1620","RANDALL COUNTY JAIL",2,0,0,0,0,-9,0,364,2.4167,2.416699886,"2014"
"1621","ROBERTSON COUNTY JAIL",10,0,0,0,0,-9,0,28,15.7,16.98163223,"2014"
"1622","SABINE COUNTY JAIL",10,0,0,0,0,-9,1,14,15.7,16.98163223,"2014"
"1623","SAN PATRICIO COUNTY JAIL",8,0,0,0,0,-9,0,218,2.7519,3.01743412,"2014"
"1624","SMITH COUNTY",1,0,0,0,0,2,1,716,1,1.078947425,"2014"
"1625","STARR COUNTY JAIL",7,0,0,0,0,-9,0,205,1.4136,1.587581515,"2014"
"1626","TARRANT COUNTY",1,179,947,12,1,2,0,3381,1,1.078947425,"2014"
"1627","TAYLOR COUNTY JAIL",1,10,115,4,0,2,0,547,1,1.078947425,"2014"
"1628","TOM GREEN COUNTY JAIL",7,0,0,0,0,2,1,422,1.4136,1.587581515,"2014"
"1629","TRAVIS COUNTY",1,947,1659,4,0,2,0,2833,1,1.078947425,"2014"
"1630","TYLER COUNTY JAIL",10,0,0,0,0,-9,0,34,15.7,16.98163223,"2014"
"1631","VAL VERDE CO JAIL & CORR FAC - GEO",7,0,0,0,0,-9,0,1163,1.4136,1.587581515,"2014"
"1632","VICTORIA COUNTY JAIL",7,0,0,0,0,-9,1,380,1.4136,1.587581515,"2014"
"1633","WASHINGTON COUNTY JAIL",4,0,0,0,0,-9,0,84,7.5625,8.102678299,"2014"
"1634","WEBB COUNTY JAIL",7,0,0,0,0,-9,0,544,1.4136,1.587581515,"2014"
"1635","WICHITA COUNTY JAIL",1,5,143,10,0,2,0,485,1,1.078947425,"2014"
"1636","WILLIAMSON COUNTY JAIL",1,34,310,0,0,2,0,630,1,1.078947425,"2014"
"1637","WISE COUNTY JAIL",8,0,0,0,0,-9,0,181,2.7519,3.01743412,"2014"
"1638","GRAND PRAIRIE CITY JAIL",9,0,0,0,0,-9,0,87,5.5377,5.768437862,"2014"
"1639","BOX ELDER COUNTY JAIL",8,0,0,0,0,2,0,142,2.7519,3.01743412,"2014"
"1640","CACHE COUNTY JAIL",7,0,0,0,0,-9,0,258,1.4136,1.587581515,"2014"
"1641","DAGGETT COUNTY JAIL",9,0,0,0,0,-9,0,77,5.5377,5.768437862,"2014"
"1642","DAVIS COUNTY JAIL",7,0,0,0,0,-9,0,687,1.4136,1.587581515,"2014"
"1643","DUCHESNE COUNTY JAIL",8,0,0,0,0,-9,0,172,2.7519,3.01743412,"2014"
"1644","SALT LAKE COUNTY JAIL",1,332,719,20,1,2,1,2027,1,1.078947425,"2014"
"1645","WASHINGTON COUNTY JAIL",7,0,0,0,0,-9,0,441,1.4136,1.587581515,"2014"
"1646","ALBEMARLE-CHARLOTTESVILLE REGIONAL JAIL",12,59,164,0,0,2,5,492,1,1.060606003,"2014"
"1647","ALLEGHENY REGIONAL JAIL",12,5,27,0,0,2,5,96,1,1.060606003,"2014"
"1648","ARLINGTON COUNTY JAIL",1,50,189,0,0,2,1,488,1,1.078947425,"2014"
"1649","BOTETOURT COUNTY JAIL",9,0,0,0,0,-9,1,96,5.5377,5.768437862,"2014"
"1650","PEUMANSEND CREEK REGIONAL JAIL",12,46,104,0,0,2,0,286,1,1.060606003,"2014"
"1651","CHARLOTTE COUNTY JAIL",9,0,0,0,0,-9,0,69,5.5377,5.768437862,"2014"
"1652","FAIRFAX COUNTY ADULT DETENTION CENTER",1,258,627,0,0,2,0,1229,1,1.078947425,"2014"
"1653","NW REG ADC & COMMUNTY CORRECTIONAL FACILITY",12,51,184,0,0,2,0,576,1,1.060606003,"2014"
"1654","BLUE RIDGE REGIONAL JAIL AUTHORITY",12,82,405,1,1,2,1,1162,1,1.060606003,"2014"
"1655","PAMUNKEY REGIONAL JAIL",12,52,126,0,0,2,0,433,1,1.060606003,"2014"
"1656","LOUDOUN COUNTY ADULT DETENTION CENTER",7,0,0,0,0,-9,0,373,1.4136,1.587581515,"2014"
"1657","MIDDLE PENINSULA REGIONAL SECURITY CENTER",12,15,69,1,0,2,1,220,1,1.060606003,"2014"
"1658","MONTGOMERY COUNTY JAIL",8,0,0,0,0,2,0,90,2.7519,3.01743412,"2014"
"1659","CENTRAL VIRGINIA REGIONAL JAIL",12,24,98,0,0,2,0,398,1,1.060606003,"2014"
"1660","PIEDMONT REGIONAL JAIL",12,24,125,0,0,2,1,574,1,1.060606003,"2014"
"1661","PRINCE WILLIAM-MANASSAS REG ADULT CORR. CTR.",12,65,345,9,0,2,0,985,1,1.060606003,"2014"
"1662","NEW RIVER VALLEY REGIONAL JAIL",12,41,256,0,0,2,1,953,1,1.060606003,"2014"
"1663","NORTHERN NECK REGIONAL JAIL",12,45,88,1,0,2,0,380,1,1.060606003,"2014"
"1664","Western Virginia Regional Jail",12,12,180,0,0,2,0,816,1,1.060606003,"2014"
"1665","ROANOKE COUNTY JAIL",7,0,0,0,0,-9,1,142,1.4136,1.587581515,"2014"
"1666","ROCKBRIDGE COUNTY REGIONAL JAIL",12,11,39,0,0,2,0,100,1,1.060606003,"2014"
"1667","ROCKINGHAM REGIONAL JAIL",7,0,0,0,0,-9,0,350,1.4136,1.587581515,"2014"
"1668","SOUTHWEST VIRGINIA REGIONAL JAIL AUTHORITY",12,90,336,0,0,2,0,1803,1,1.060606003,"2014"
"1669","ALEXANDRIA CITY DETENTION CENTER",2,0,0,0,0,-9,0,409,2.4167,2.416699886,"2014"
"1670","BRISTOL CITY JAIL",8,0,0,0,0,-9,0,153,2.7519,3.01743412,"2014"
"1671","CHESAPEAKE CITY JAIL",1,41,397,11,0,2,0,1103,1,1.078947425,"2014"
"1672","RAPPAHANNOCK REGIONAL JAIL AND ANNEX",12,91,327,0,0,2,0,1629,1,1.060606003,"2014"
"1673","HAMPTON CITY JAIL",7,0,0,0,0,-9,0,426,1.4136,1.587581515,"2014"
"1674","RIVERSIDE REGIONAL JAIL",12,60,350,20,0,2,0,1526,1,1.060606003,"2014"
"1675","NEWPORT NEWS CITY PRISON FARM",1,17,51,0,0,2,0,156,1,1.078947425,"2014"
"1676","NEWPORT NEWS CITY JAIL",1,34,180,0,0,2,0,508,1,1.078947425,"2014"
"1677","NORFOLK MUNICIPAL JAIL",1,77,473,4,0,2,0,1430,1,1.078947425,"2014"
"1678","HAMPTON ROADS REGIONAL JAIL",12,15,281,5,0,2,0,873,1,1.060606003,"2014"
"1679","RICHMOND CITY JAIL",1,119,423,0,0,2,0,1284,1,1.078947425,"2014"
"1680","ROANOKE CITY JAIL",7,0,0,0,0,-9,0,662,1.4136,1.587581515,"2014"
"1681","MIDDLE RIVER REGIONAL JAIL",12,31,142,0,0,2,0,635,1,1.060606003,"2014"
"1682","WESTERN TIDEWATER REGIONAL JAIL",12,25,167,1,0,2,0,693,1,1.060606003,"2014"
"1683","VIRGINIA BEACH MUNICIPAL CORRECTIONAL CENTER",1,265,545,0,0,2,0,1709,1,1.078947425,"2014"
"1684","VIRGINIA PENINSULA REGIONAL JAIL",12,17,123,0,0,2,0,442,1,1.060606003,"2014"
"1685","BENTON COUNTY JAIL",7,0,0,0,0,-9,0,668,1.4136,1.587581515,"2014"
"1686","CHELAN COUNTY REGIONAL JUSTICE CENTER",12,21,72,0,0,2,0,253,1,1.060606003,"2014"
"1687","CLALLAM COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,0,128,2.7519,3.01743412,"2014"
"1688","CLARK COUNTY JAIL",1,32,167,2,0,2,0,750,1,1.078947425,"2014"
"1689","GRANT COUNTY",8,0,0,0,0,-9,0,215,2.7519,3.01743412,"2014"
"1690","JEFFERSON COUNTY JAIL",9,0,0,0,0,-9,0,48,5.5377,5.768437862,"2014"
"1691","KING COUNTY",1,158,695,7,0,2,0,2027,1,1.078947425,"2014"
"1692","KITSAP COUNTY CORRECTIONAL CENTER",7,0,0,0,0,-9,0,422,1.4136,1.587581515,"2014"
"1693","MASON COUNTY JAIL",9,0,0,0,0,-9,1,117,5.5377,5.768437862,"2014"
"1694","PACIFIC COUNTY JAIL",10,0,0,0,0,-9,1,40,15.7,16.98163223,"2014"
"1695","PIERCE COUNTY JAIL",1,64,298,9,0,2,0,1030,1,1.078947425,"2014"
"1696","SNOHOMISH COUNTY",1,118,337,17,0,2,0,1125,1,1.078947425,"2014"
"1697","SPOKANE COUNTY JAIL",1,86,252,4,0,2,0,652,1,1.078947425,"2014"
"1698","SPOKANE COUNTY GEIGER CORRECTIONS CENTER",1,19,79,0,0,2,0,264,1,1.078947425,"2014"
"1699","THURSTON COUNTY JAIL",2,0,0,0,0,-9,1,389,2.4167,2.416699886,"2014"
"1700","WHATCOM COUNTY JAIL",7,0,0,0,0,-9,0,411,1.4136,1.587581515,"2014"
"1701","YAKIMA COUNTY JAIL",1,45,172,19,0,2,0,784,1,1.078947425,"2014"
"1702","Southern Correction Entity - SCORE",12,27,113,3,0,2,0,542,1,1.060606003,"2014"
"1703","EASTERN REGIONAL JAIL",12,30,107,0,0,2,0,435,1,1.060606003,"2014"
"1704","CENTRAL REGIONAL JAIL",12,16,80,29,1,2,1,310,1,1.060606003,"2014"
"1705","WESTERN REGIONAL JAIL",12,22,125,6,0,2,0,580,1,1.060606003,"2014"
"1706","NORTH CENTRAL REGIONAL JAIL",12,25,90,10,1,2,0,586,1,1.060606003,"2014"
"1707","POTOMAC HIGHLANDS REGIONAL JAIL",12,14,73,0,0,2,1,256,1,1.060606003,"2014"
"1708","SOUTH CENTRAL REGIONAL JAIL",12,23,91,2,0,1,0,482,1,1.060606003,"2014"
"1709","SOUTHWESTERN REGIONAL JAIL",12,19,113,0,0,2,0,325,1,1.060606003,"2014"
"1710","NORTHERN REGIONAL JAIL",12,12,82,0,0,2,1,270,1,1.060606003,"2014"
"1711","SOUTHERN REGIONAL JAIL",12,10,108,17,0,2,1,570,1,1.060606003,"2014"
"1712","TYGART VALLEY REGIONAL JAIL",12,19,108,0,0,2,0,451,1,1.060606003,"2014"
"1713","BROWN COUNTY JAIL",1,25,161,0,0,2,0,676,1,1.078947425,"2014"
"1714","BUFFALO COUNTY JAIL",10,0,0,0,0,-9,0,16,15.7,16.98163223,"2014"
"1715","BURNETT COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,2,0,26,5.5377,5.768437862,"2014"
"1716","CLARK COUNTY JAIL",4,0,0,0,0,-9,0,52,7.5625,8.102678299,"2014"
"1717","DANE COUNTY JAIL",1,86,252,0,0,2,0,767,1,1.078947425,"2014"
"1718","DODGE COUNTY JAIL",7,0,0,0,0,-9,0,439,1.4136,1.587581515,"2014"
"1719","KENOSHA COUNTY JAIL",1,76,246,0,0,2,0,764,1,1.078947425,"2014"
"1720","LA CROSSE COUNTY JAIL",3,0,0,0,0,-9,0,201,4.2917,4.904799461,"2014"
"1721","MARATHON COUNTY ADULT DETENTION FACILITY",7,0,0,0,0,-9,0,320,1.4136,1.587581515,"2014"
"1722","MILWAUKEE COUNTY CORRECTIONAL FAC CENTRAL",1,0,140,3,0,2,0,938,1,1.078947425,"2014"
"1723","MILWAUKEE COUNTY CORRECTIONAL FAC SOUTH",1,185,412,0,0,2,0,1562,1,1.078947425,"2014"
"1724","ONEIDA COUNTY JAIL",4,0,0,0,0,-9,1,80,7.5625,8.102678299,"2014"
"1725","ROCK COUNTY JAIL",1,41,122,0,0,2,0,493,1,1.078947425,"2014"
"1726","RUSK COUNTY JAIL",9,0,0,0,0,-9,0,43,5.5377,5.768437862,"2014"
"1727","ST. CROIX COUNTY JAIL",8,0,0,0,0,-9,1,82,2.7519,3.01743412,"2014"
"1728","SAUK COUNTY",3,0,0,0,0,-9,0,188,4.2917,4.904799461,"2014"
"1729","WASHINGTON COUNTY JAIL",3,0,0,0,0,-9,0,250,4.2917,4.904799461,"2014"
"1730","WAUKESHA COUNTY",1,24,124,0,0,2,1,550,1,1.078947425,"2014"
"1731","WAUSHARA COUNTY JAIL",8,0,0,0,0,-9,1,81,2.7519,3.01743412,"2014"
"1732","WINNEBAGO COUNTY JAIL",2,0,0,0,0,-9,0,285,2.4167,2.416699886,"2014"
"1733","WOOD COUNTY JAIL",8,0,0,0,0,-9,0,175,2.7519,3.01743412,"2014"
"1734","NATRONA COUNTY DETENTION CENTER",7,0,0,0,0,2,5,294,1.4136,1.587581515,"2014"
"1735","PLATTE COUNTY JAIL",9,0,0,0,0,-9,0,43,5.5377,5.768437862,"2014"
"1736","SHERIDAN COUNTY JAIL",8,0,0,0,0,-9,0,76,2.7519,3.01743412,"2014"
"1737","TETON COUNTY JAIL",10,0,0,0,0,-9,0,25,15.7,16.98163223,"2014"
