"","NAME","STRATUM","TOTALSTAFF","CORRSTAFF","CORRSTAFFF","OTHERSTAFF","OTHERSTAFFF","OTHERSTAFFM","TOTPOP","ADPF","ADP","DESIGNWT","FINALWT","year"
"1948","MARION COUNTY SHERIFFS OFFICE",1,271,181,58,90,61,29,1171,217,1085,1,1.07142857,"2017"
"1949","MARTIN COUNTY SHERIFFS OFFICE",1,143,127,25,16,12,4,516,85,497,1,1.12380952,"2017"
"1950","MONROE COUNTY SHERIFFS OFFICE",7,179,144,27,35,16,19,543,61,550,1.27884614,1.35795003,"2017"
"1951","NASSAU COUNTY SHERIFFS OFFICE",7,55,45,15,10,7,3,287,50,260,1.27884614,1.35795003,"2017"
"1952","OKALOOSA COUNTY DEPARTMENT OF CORRECTIONS",1,141,111,29,30,20,10,767,185,784,1,1.12380952,"2017"
"1953","ORANGE COUNTY CORRECTIONS DEPARTMENT",1,1764,1291,756,473,326,147,5047,323,2510,1,1.07142857,"2017"
"1954","PALM BEACH COUNTY SHERIFFS OFFICE",1,941,876,418,65,51,14,2351,219,2056,1,1.07142857,"2017"
"1955","PASCO SHERIFF'S OFFICE",1,378,319,56,59,49,10,1900,344,1694,1,1.07142857,"2017"
"1956","PINELLAS COUNTY SHERIFF'S OFFICE",1,1024,628,213,396,279,117,2923,448,2788,1,1.07142857,"2017"
"1957","PUTNAM COUNTY SHERIFFS OFFICE",7,62,40,10,22,7,15,297,51,302,1.27884614,1.35795003,"2017"
"1958","ST. LUCIE COUNTY SHERIFFS OFFICE",1,276,224,45,52,36,16,1266,203,1272,1,1.07142857,"2017"
"1959","SANTA ROSA COUNTY SHERIFF'S OFFICE",1,109,85,30,24,14,10,663,139,660,1,1.12380952,"2017"
"1960","SARASOTA COUNTY SHERIFFS OFFICE",1,236,168,41,68,40,28,899,154,875,1,1.12380952,"2017"
"1961","SEMINOLE COUNTY SHERIFF'S OFFICE",1,175,95,22,80,71,9,1023,138,871,1,1.12380952,"2017"
"1962","SUMTER COUNTY SHERIFF'S OFFICE",8,99,63,15,36,13,23,376,73,323,4.90361452,5.22622074,"2017"
"1963","VOLUSIA COUNTY DIVISION OF CORRECTIONS",1,316,247,58,69,39,30,1463,254,1433,1,1.07142857,"2017"
"1964","JACKSONVILLE SHERIFFS OFFICE",1,857,724,202,133,97,36,3265,509,2998,1,1.07142857,"2017"
"1965","BARROW COUNTY SHERIFF'S OFFICE",7,83,74,20,9,4,5,337,60,320,1.27884614,1.35795003,"2017"
"1966","BARTOW COUNTY SHERIFFS OFFICE",7,100,87,20,13,7,6,649,169,594,1.27884614,1.35795003,"2017"
"1967","BEN HILL COUNTY SHERIFF'S OFFICE",8,13,11,5,2,2,0,145,23,91,4.90361452,5.22622074,"2017"
"1968","BIBB COUNTY SHERIFFS OFFICE",1,272,136,65,136,65,71,740,150,758,1,1.12380952,"2017"
"1969","BROOKS COUNTY SHERIFFS OFFICE",9,24,24,12,0,0,0,70,10,60,9,9.61016949,"2017"
"1970","BULLOCH COUNTY CORRECTIONAL INSTITUTION",7,25,22,4,3,3,0,160,0,160,1.27884614,1.35795003,"2017"
"1971","BULLOCH COUNTY SHERIFFS OFFICE",7,55,45,27,10,5,5,380,60,330,1.27884614,1.35795003,"2017"
"1972","CALHOUN COUNTY SHERIFFS OFFICE",10,16,8,6,8,2,6,68,8,34,14.89999962,17.63673424,"2017"
"1973","CARROLL COUNTY CORRECTIONAL INSTITUTION",1,60,58,2,2,1,1,246,0,242,1,1.12380952,"2017"
"1974","CARROLL COUNTY SHERIFF'S OFFICE",1,191,107,10,84,38,46,571,83,543,1,1.12380952,"2017"
"1975","CATOOSA COUNTY SHERIFFS OFFICE",8,34,31,6,3,3,0,226,45,245,4.90361452,5.22622074,"2017"
"1976","CHATHAM COUNTY ADULT DETENTION CENTER",1,414,328,143,86,36,50,1840,202,1781,1,1.07142857,"2017"
"1977","CHEROKEE COUNTY SHERIFFS OFFICE",1,64,29,5,35,12,23,699,131,652,1,1.12380952,"2017"
"1978","CLAYTON COUNTY SHERIFF'S OFFICE",1,181,166,75,15,14,1,1643,276,1600,1,1.07142857,"2017"
"1979","CLAYTON COUNTY CORRECTIONAL INSTITUTION",1,58,56,6,2,2,0,243,0,232,1,1.07142857,"2017"
"1980","COBB COUNTY SHERIFFS OFFICE",1,360,256,95,104,41,63,2097,311,2081,1,1.07142857,"2017"
"1981","COFFEE COUNTY SHERIFFS OFFICE",8,57,55,25,2,0,2,275,56,275,4.90361452,5.22622074,"2017"
"1982","COWETA COUNTY SHERIFF'S OFFICE",1,82,65,21,17,11,6,353,68,357,1,1.12380952,"2017"
"1983","COWETA COUNTY PRISON",1,60,54,5,6,6,0,226,0,225,1,1.12380952,"2017"
"1984","DADE COUNTY SHERIFF'S OFFICE",9,17,14,6,3,0,3,74,12,55,9,9.61016949,"2017"
"1985","DAWSON COUNTY SHERIFFS OFFICE",3,30,25,6,5,3,2,126,27,123,4.69999981,4.94736822,"2017"
"1986","DECATUR COUNTY PRISON",7,43,39,6,4,3,1,224,0,215,1.27884614,1.35795003,"2017"
"1987","DECATUR COUNTY SHERIFFS OFFICE",7,71,57,9,14,3,11,96,12,83,1.27884614,1.35795003,"2017"
"1988","DEKALB COUNTY SHERIFFS OFFICE",1,541,423,233,118,70,48,1828,229,1832,1,1.07142857,"2017"
"1989","DODGE COUNTY SHERIFFS OFFICE",9,32,30,12,2,2,0,120,29,113,9,9.61016949,"2017"
"1990","DOUGHERTY COUNTY SHERIFF'S OFFICE",1,181,155,63,26,15,11,704,93,677,1,1.12380952,"2017"
"1991","EFFINGHAM COUNTY SHERIFFS OFFICE",7,39,35,15,4,2,2,173,30,160,1.27884614,1.35795003,"2017"
"1992","EFFINGHAM COUNTY PRISON",7,33,30,10,3,2,1,192,0,188,1.27884614,1.35795003,"2017"
"1993","FLOYD COUNTY PRISON",1,65,58,3,7,7,0,439,0,420,1,1.07142857,"2017"
"1994","FLOYD COUNTY SHERIFFS OFFICE",1,99,87,27,12,6,6,691,122,562,1,1.07142857,"2017"
"1995","FLOYD COUNTY WORK RELEASE CENTER",1,12,7,1,5,3,2,47,0,48,1,1.07142857,"2017"
"1996","FRANKLIN COUNTY SHERIFFS OFFICE",9,30,28,14,2,1,1,91,20,102,9,9.61016949,"2017"
"1997","GLYNN COUNTY SHERIFFS OFFICE",2,157,94,42,63,15,48,399,61,370,2.71428561,2.88392846,"2017"
"1998","GORDON COUNTY SHERIFFS OFFICE",7,44,38,9,6,1,5,307,57,290,1.27884614,1.35795003,"2017"
"1999","GWINNETT COUNTY SHERIFF'S OFFICE",1,853,693,239,160,128,32,2246,342,2267,1,1.07142857,"2017"
"2000","GWINNETT COUNTY DEPARTMENT OF CORRECTION",1,131,114,20,17,15,2,510,15,404,1,1.07142857,"2017"
"2001","HALL COUNTY CORRECTIONAL INSTITUTION",1,34,26,3,8,4,4,205,0,203,1,1.12380952,"2017"
"2002","HALL COUNTY SHERIFFS OFFICE",1,395,295,84,100,54,46,939,150,787,1,1.12380952,"2017"
"2003","HENRY COUNTY SHERIFFS DEPARTMENT",1,320,164,45,156,34,122,717,106,696,1,1.12380952,"2017"
"2004","HOUSTON COUNTY SHERIFFS OFFICE",7,137,107,30,30,16,14,471,80,480,1.27884614,1.35795003,"2017"
"2005","IRWIN COUNTY DETENTION CENTER",1,235,183,120,52,42,10,825,216,908,1,1.12380952,"2017"
"2006","JEFFERSON COUNTY SHERIFFS OFFICE",7,28,21,14,7,6,1,73,10,78,1.27884614,1.35795003,"2017"
"2007","JEFFERSON COUNTY PRISON",7,33,29,6,4,3,1,142,0,140,1.27884614,1.35795003,"2017"
"2008","JENKINS COUNTY SHERIFFS OFFICE",1,19,17,2,2,2,0,21,5,18,1,1.07142857,"2017"
"2009","JENKINS CORRECTIONAL CENTER - CORECIVIC",1,165,92,61,73,56,17,1153,0,1145,1,1.07142857,"2017"
"2010","MCDUFFIE COUNTY SHERIFFS OFFICE",9,20,19,12,1,0,1,100,12,94,9,9.61016949,"2017"
"2011","PICKENS COUNTY SHERIFF'S OFFICE",9,24,23,4,1,1,0,121,20,121,9,9.61016949,"2017"
"2012","PIKE COUNTY SHERIFFS OFFICE",5,12,12,2,0,0,0,30,0,21,7.41666651,8.09090892,"2017"
"2013","RANDOLPH COUNTY SHERIFFS OFFICE",5,20,19,10,1,1,0,58,7,57,7.41666651,8.09090892,"2017"
"2014","SCREVEN COUNTY SHERIFFS OFFICE",1,14,8,5,6,2,4,41,3,37,1,1.07142857,"2017"
"2015","SCREVEN COUNTY PRISON",1,20,15,2,5,2,3,148,0,147,1,1.07142857,"2017"
"2016","SPALDING COUNTY SHERIFFS OFFICE",1,0,0,0,0,0,0,498,67,407,1,1.12380952,"2017"
"2017","SPALDING COUNTY CORRECTIONAL INSTITUTION",1,87,77,15,10,6,4,384,0,374,1,1.12380952,"2017"
"2018","SUMTER COUNTY CORRECTIONAL INSTITUTE",7,45,38,18,7,4,3,349,0,340,1.27884614,1.35795003,"2017"
"2019","SUMTER COUNTY SHERIFF'S OFFICE",7,46,44,14,2,2,0,170,20,170,1.27884614,1.35795003,"2017"
"2020","THOMAS COUNTY PRISON",7,1,1,0,0,0,0,6,0,6,1.27884614,1.35795003,"2017"
"2021","THOMAS COUNTY SHERIFFS OFFICE",7,31,27,13,4,2,2,218,24,193,1.27884614,1.35795003,"2017"
"2022","TIFT COUNTY SHERIFF'S OFFICE",8,53,48,12,5,2,3,190,33,210,4.90361452,5.22622074,"2017"
"2023","TROUP COUNTY SHERIFFS OFFICE",1,58,50,10,8,4,4,567,77,447,1,1.12380952,"2017"
"2024","TROUP COUNTY PRISON",1,3,3,1,0,0,0,31,0,360,1,1.12380952,"2017"
"2025","WARE COUNTY SHERIFFS OFFICE",7,67,55,16,12,8,4,410,87,396,1.27884614,1.35795003,"2017"
"2026","WHITFIELD COUNTY SHERIFF'S OFFICE",7,196,97,22,99,29,70,525,84,480,1.27884614,1.35795003,"2017"
"2027","CLARKE COUNTY SHERIFF'S OFFICE",1,92,47,15,45,21,24,338,51,363,1,1.12380952,"2017"
"2028","ATHENS-CLARKE COUNTY CORRECTIONAL INSTITUTION",1,42,40,8,2,2,0,120,0,120,1,1.12380952,"2017"
"2029","ATHENS-CLARKE COUNTY DIVERSION CENTER",1,14,10,2,4,2,2,54,0,52,1,1.12380952,"2017"
"2030","CITY OF ATLANTA DEPARTMENT OF CORRECTIONS",7,316,257,122,59,6,53,550,129,568,1.27884614,1.35795003,"2017"
"2031","MUSCOGEE COUNTY PRISON",1,118,101,13,17,15,2,574,0,568,1,1.07142857,"2017"
"2032","MUSCOGEE COUNTY SHERIFFS OFFICE",1,266,216,52,50,39,11,1115,120,978,1,1.07142857,"2017"
"2033","CUTHBERT POLICE DEPARTMENT",10,3,3,2,0,0,0,1,2,6,14.89999962,17.63673424,"2017"
"2034","RICHMOND COUNTY CORRECTIONAL INSTITUTION",1,74,70,15,4,4,0,235,0,230,1,1.07142857,"2017"
"2035","RICHMOND COUNTY SHERIFF'S OFFICE",1,188,172,54,16,12,4,929,105,929,1,1.07142857,"2017"
"2036","ADA COUNTY SHERIFFS OFFICE",1,229,152,20,77,42,35,1739,199,1021,1,1.12380952,"2017"
"2037","BANNOCK COUNTY SHERIFFS OFFICE",7,54,49,12,5,0,5,280,72,277,1.27884614,1.35795003,"2017"
"2038","BONNEVILLE COUNTY SHERIFFS OFFICE JAIL DIVISION",7,81,59,14,22,13,9,362,80,344,1.27884614,1.35795003,"2017"
"2039","CANYON COUNTY SHERIFFS OFFICE",7,156,126,13,30,26,4,774,59,339,1.27884614,1.35795003,"2017"
"2040","FREMONT COUNTY SHERIFFS OFFICE",10,3,2,0,1,0,1,13,3,18,14.89999962,17.63673424,"2017"
"2041","JEROME COUNTY SHERIFF'S OFFICE",9,18,17,6,1,1,0,97,21,97,9,9.61016949,"2017"
"2042","KOOTENAI COUNTY SHERIFFS OFFICE",7,43,20,2,23,11,12,420,78,376,1.27884614,1.35795003,"2017"
"2043","LEWIS COUNTY SHERIFFS OFFICE",10,5,5,2,0,0,0,8,8,9,14.89999962,17.63673424,"2017"
"2044","OWYHEE COUNTY SHERIFFS OFFICE",9,11,8,0,3,0,3,35,15,45,9,9.61016949,"2017"
"2045","SHOSHONE COUNTY SHERIFFS OFFICE",10,14,10,4,4,3,1,54,12,44,14.89999962,17.63673424,"2017"
"2046","VALLEY COUNTY SHERIFFS OFFICE",10,11,10,1,1,1,0,17,6,27,14.89999962,17.63673424,"2017"
"2047","CASSIA COUNTY SHERIFFS OFFICE",12,28,22,5,6,4,2,166,34,145,1,1.05,"2017"
"2048","CHAMPAIGN COUNTY SHERIFFS OFFICE",8,76,48,11,28,20,8,233,10,187,4.90361452,5.22622074,"2017"
"2049","COOK COUNTY DEPARTMENT OF CORRECTIONS",1,3694,3396,834,298,149,149,9428,594,7844,1,1.07142857,"2017"
"2050","DUPAGE COUNTY SHERIFF'S OFFICE",1,273,215,52,58,28,30,633,75,632,1,1.12380952,"2017"
"2051","FAYETTE COUNTY SHERIFFS OFFICE",10,14,12,0,2,0,2,38,11,38,14.89999962,17.63673424,"2017"
"2052","LAKE COUNTY SHERIFFS OFFICE",7,211,177,43,34,10,24,701,57,611,1.27884614,1.35795003,"2017"
"2053","MCHENRY COUNTY SHERIFFS OFFICE",2,165,140,30,25,7,18,430,40,415,2.71428561,2.88392846,"2017"
"2054","MACON COUNTY SHERIFFS OFFICE",2,86,70,19,16,10,6,325,34,281,2.71428561,2.88392846,"2017"
"2055","MASSAC COUNTY SHERIFFS OFFICE",9,9,7,1,2,0,2,37,7,37,9,9.61016949,"2017"
"2056","PEORIA COUNTY SHERIFFS OFFICE",7,106,83,28,23,13,10,331,55,371,1.27884614,1.35795003,"2017"
"2057","ROCK ISLAND COUNTY SHERIFFS OFFICE",7,60,59,16,1,1,0,233,35,234,1.27884614,1.35795003,"2017"
"2058","SANGAMON COUNTY SHERIFFS OFFICE",2,106,90,25,16,6,10,354,41,349,2.71428561,2.88392846,"2017"
"2059","WILL COUNTY SHERIFFS OFFICE",1,254,213,70,41,34,7,794,99,806,1,1.12380952,"2017"
"2060","WINNEBAGO COUNTY SHERIFFS OFFICE",1,193,188,40,5,1,4,809,87,802,1,1.12380952,"2017"
"2061","ALLEN COUNTY SHERIFF'S DEPARTMENT",1,120,110,22,10,3,7,825,110,825,1,1.12380952,"2017"
"2062","BLACKFORD COUNTY SHERIFFS OFFICE",9,12,10,4,2,2,0,75,12,81,9,9.61016949,"2017"
"2063","CLARK COUNTY SHERIFFS OFFICE",1,58,46,8,12,5,7,582,124,542,1,1.12380952,"2017"
"2064","DEARBORN COUNTY SHERIFFS OFFICE",7,54,40,14,14,12,2,280,59,240,1.27884614,1.35795003,"2017"
"2065","DUBOIS COUNTY SHERIFFS OFFICE",9,16,16,3,0,0,0,78,30,80,9,9.61016949,"2017"
"2066","ELKHART COUNTY SHERIFF'S DEPARTMENT",1,103,91,23,12,4,8,975,142,905,1,1.12380952,"2017"
"2067","HAMILTON COUNTY SHERIFFS OFFICE",7,89,81,17,8,8,0,373,85,393,1.27884614,1.35795003,"2017"
"2068","HENDRICKS COUNTY SHERIFFS DEPARTMENT",8,50,44,7,6,5,1,276,60,217,4.90361452,5.22622074,"2017"
"2069","HOWARD COUNTY SHERIFFS OFFICE",2,57,43,13,14,8,6,429,99,433,2.71428561,2.88392846,"2017"
"2070","JACKSON COUNTY SHERIFF'S DEPARTMENT",7,24,20,4,4,2,2,228,56,227,1.27884614,1.35795003,"2017"
"2071","JOHNSON COUNTY SHERIFFS OFFICE",7,62,55,11,7,5,2,358,100,355,1.27884614,1.35795003,"2017"
"2072","KOSCIUSKO COUNTY SHERIFFS OFFICE",7,30,25,4,5,2,3,417,52,290,1.27884614,1.35795003,"2017"
"2073","LAKE COUNTY SHERIFFS OFFICE",1,201,197,59,4,0,4,979,106,749,1,1.12380952,"2017"
"2074","LAWRENCE COUNTY SHERIFFS OFFICE",8,29,24,6,5,2,3,159,49,142,4.90361452,5.22622074,"2017"
"2075","MORGAN COUNTY SHERIFFS OFFICE",7,49,45,14,4,3,1,350,81,350,1.27884614,1.35795003,"2017"
"2076","PUTNAM COUNTY SHERIFFS OFFICE",8,21,21,10,0,0,0,124,25,128,4.90361452,5.22622074,"2017"
"2077","VANDERBURGH COUNTY SHERIFFS OFFICE",7,80,65,15,15,5,10,657,102,604,1.27884614,1.35795003,"2017"
"2078","WABASH COUNTY SHERIFF'S DEPARTMENT",9,21,19,4,2,2,0,84,19,84,9,9.61016949,"2017"
"2079","WARREN COUNTY SHERIFFS OFFICE",10,10,10,5,0,0,0,25,3,21,14.89999962,17.63673424,"2017"
"2080","WHITE COUNTY SHERIFFS OFFICE",8,38,26,12,12,7,5,135,19,121,4.90361452,5.22622074,"2017"
"2081","MARION COUNTY JAIL",1,836,454,151,382,203,179,1140,252,1006,1,1.07142857,"2017"
"2082","MARION COUNTY JAIL II - CORECIVIC",1,155,78,42,77,53,24,1141,0,1218,1,1.07142857,"2017"
"2083","CLINTON COUNTY SHERIFFS OFFICE",9,17,17,9,0,0,0,57,9,53,9,9.61016949,"2017"
"2084","LINN COUNTY CORRECTIONAL CENTER",7,96,61,18,35,21,14,331,46,365,1.27884614,1.35795003,"2017"
"2085","LOUISA COUNTY SHERIFFS OFFICE",10,11,11,6,0,0,0,13,5,17,14.89999962,17.63673424,"2017"
"2086","MARION COUNTY SHERIFFS OFFICE",10,15,14,7,1,0,1,31,8,42,14.89999962,17.63673424,"2017"
"2087","MUSCATINE COUNTY SHERIFFS OFFICE",8,54,41,10,13,10,3,171,12,183,4.90361452,5.22622074,"2017"
"2088","POLK COUNTY SHERIFFS OFFICE",1,309,239,45,70,22,48,1072,162,983,1,1.12380952,"2017"
"2089","SCOTT COUNTY SHERIFFS OFFICE",7,90,76,26,14,5,9,289,45,305,1.27884614,1.35795003,"2017"
"2090","VAN BUREN COUNTY SHERIFFS OFFICE",10,11,11,5,0,0,0,2,1,3,14.89999962,17.63673424,"2017"
"2091","WINNESHIEK COUNTY SHERIFFS OFFICE",10,11,10,7,1,1,0,14,2,8,14.89999962,17.63673424,"2017"
"2092","WRIGHT COUNTY SHERIFFS OFFICE",10,11,11,7,0,0,0,0,1,5,14.89999962,17.63673424,"2017"
"2093","WOODBURY COUNTY SHERIFFS OFFICE",7,60,56,13,4,2,2,193,39,209,1.27884614,1.35795003,"2017"
"2094","JOHNSON COUNTY SHERIFFS OFFICE",7,419,340,95,79,56,23,768,119,743,1.27884614,1.35795003,"2017"
"2095","KINGMAN COUNTY SHERIFFS OFFICE",10,5,5,4,0,0,0,10,3,9,14.89999962,17.63673424,"2017"
"2096","LEAVENWORTH COUNTY SHERIFFS OFFICE",1,51,50,21,1,1,0,103,20,120,1,1.07142857,"2017"
"2097","LEAVENWORTH DETENTION CENTER - CORECIVIC",1,226,172,64,54,36,18,678,71,682,1,1.07142857,"2017"
"2098","MIAMI COUNTY SHERIFFS OFFICE",10,26,20,4,6,2,4,45,10,47,14.89999962,17.63673424,"2017"
"2099","POTTAWATOMIE COUNTY SHERIFFS OFFICE",10,12,12,1,0,0,0,12,6,22,14.89999962,17.63673424,"2017"
"2100","RILEY COUNTY POLICE DEPARTMENT",5,47,43,16,4,3,1,71,12,66,7.41666651,8.09090892,"2017"
"2101","SEDGWICK COUNTY SHERIFFS OFFICE",1,273,243,54,30,9,21,1264,172,1222,1,1.07142857,"2017"
"2102","SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS",7,326,246,89,80,29,51,589,88,533,1.27884614,1.35795003,"2017"
"2103","THOMAS COUNTY SHERIFFS OFFICE",10,21,9,4,12,3,9,23,4,23,14.89999962,17.63673424,"2017"
"2104","WILSON COUNTY SHERIFFS OFFICE",10,35,16,4,19,5,14,77,14,59,14.89999962,17.63673424,"2017"
"2105","WOODSON COUNTY SHERIFFS OFFICE",10,7,7,7,0,0,0,8,0,8,14.89999962,17.63673424,"2017"
"2106","BOONE COUNTY JAIL",7,73,73,21,0,0,0,565,117,605,1.27884614,1.35795003,"2017"
"2107","CARROLL COUNTY DETENTION CENTER",8,30,23,7,7,6,1,185,68,193,4.90361452,5.22622074,"2017"
"2108","CHRISTIAN COUNTY JAIL",7,74,71,23,3,1,2,815,106,810,1.27884614,1.35795003,"2017"
"2109","DAVIESS COUNTY DETENTION CENTER",7,83,60,15,23,15,8,704,140,757,1.27884614,1.35795003,"2017"
"2110","FLOYD COUNTY DETENTION CENTER",8,27,23,8,4,3,1,148,34,151,4.90361452,5.22622074,"2017"
"2111","FRANKLIN COUNTY REGIONAL JAIL",7,50,44,12,6,3,3,373,75,385,1.27884614,1.35795003,"2017"
"2112","FULTON COUNTY DETENTION CENTER",2,60,40,15,20,9,11,281,15,280,2.71428561,2.88392846,"2017"
"2113","GRAYSON COUNTY DETENTION CENTER",7,121,117,27,4,3,1,655,66,653,1.27884614,1.35795003,"2017"
"2114","HARDIN COUNTY DETENTION CENTER",7,91,79,28,12,4,8,733,157,699,1.27884614,1.35795003,"2017"
"2115","HENDERSON COUNTY DETENTION CENTER",7,95,88,32,7,3,4,742,212,710,1.27884614,1.35795003,"2017"
"2116","KENTON COUNTY DETENTION CENTER",7,130,94,17,36,25,11,794,109,665,1.27884614,1.35795003,"2017"
"2117","MCCRACKEN COUNTY REGIONAL JAIL",7,76,73,17,3,2,1,403,97,479,1.27884614,1.35795003,"2017"
"2118","MARION COUNTY DETENTION CENTER",7,59,41,15,18,9,9,309,12,292,1.27884614,1.35795003,"2017"
"2119","HERMAN FORD DETENTION CENTER",8,26,20,5,6,5,1,222,23,214,4.90361452,5.22622074,"2017"
"2120","MEADE COUNTY DETENTION CENTER",8,55,42,18,13,5,8,268,30,260,4.90361452,5.22622074,"2017"
"2121","MUHLENBERG COUNTY DETENTION CENTER",7,38,34,14,4,4,0,275,32,275,1.27884614,1.35795003,"2017"
"2122","PIKE COUNTY DETENTION CENTER",7,46,37,7,9,3,6,365,90,389,1.27884614,1.35795003,"2017"
"2123","ROWAN COUNTY DETENTION CENTER",8,28,21,7,7,6,1,140,56,142,4.90361452,5.22622074,"2017"
"2124","SHELBY COUNTY DETENTION CENTER",7,29,24,8,5,2,3,418,115,334,1.27884614,1.35795003,"2017"
"2125","TAYLOR COUNTY DETENTION CENTER",7,44,40,14,4,3,1,293,54,271,1.27884614,1.35795003,"2017"
"2126","WARREN COUNTY REGIONAL JAIL",7,94,90,20,4,2,2,680,150,650,1.27884614,1.35795003,"2017"
"2127","WEBSTER COUNTY DETENTION CENTER",7,44,36,7,8,7,1,271,21,271,1.27884614,1.35795003,"2017"
"2128","LEXINGTON FAYETTE URBAN COUNTY GOVERNMENT DIVISION OF COMMUNITY CORRECTIONS",1,315,269,93,46,8,38,1400,296,1346,1,1.07142857,"2017"
"2129","LOUISVILLE METRO DEPARTMENT OF CORRECTIONS",1,519,442,100,77,61,16,2986,380,2216,1,1.07142857,"2017"
"2130","ADAIR COUNTY REGIONAL JAIL",12,32,29,12,3,0,3,129,23,136,1,1,"2017"
"2131","BOURBON COUNTY REGIONAL DETENTION CENTER",12,38,35,12,3,2,1,173,40,197,1,1.05,"2017"
"2132","BIG SANDY REGIONAL DETENTION CENTER",12,32,26,8,6,3,3,277,59,248,1,1.05,"2017"
"2133","THREE FORKS REGIONAL JAIL",12,40,32,12,8,4,4,300,40,300,1,1.1,"2017"
"2134","KENTUCKY RIVER REGIONAL JAIL",12,39,30,10,9,6,3,226,51,226,1,1.05,"2017"
"2135","AVOYELLES PARISH SHERIFFS DEPARTMENT",1,131,93,48,38,21,17,704,300,899,1,1.07142857,"2017"
"2136","BOSSIER PARISH SHERIFFS OFFICE",1,143,119,18,24,10,14,1450,103,1409,1,1.07142857,"2017"
"2137","CADDO PARISH SHERIFFS OFFICE",1,386,323,114,63,45,18,997,107,1049,1,1.07142857,"2017"
"2138","CALCASIEU PARISH SHERIFFS OFFICE",1,278,180,50,98,40,58,1278,126,1250,1,1.07142857,"2017"
"2139","CATAHOULA PARISH SHERIFFS OFFICE",1,5,4,0,1,0,1,20,0,22,1,1.12380952,"2017"
"2140","CATAHOULA CORRECTIONAL CENTER",1,83,78,18,5,5,0,774,80,770,1,1.12380952,"2017"
"2141","CONCORDIA PARISH SHERIFF'S OFFICE -ARIVER CORRECTIONAL CENTER",1,72,55,12,17,12,5,516,0,532,1,1.07142857,"2017"
"2142","CONCORDIA PARISH SHERIFF'S OFFICE - CONCORDIA PARISH JAIL",1,8,6,0,2,2,0,33,0,36,1,1.07142857,"2017"
"2143","CONCORDIA PARISH SHERIFFS OFFICE - CORRECTIONAL FACILITY AND WORK RELEASE",1,96,65,19,31,11,20,527,106,540,1,1.07142857,"2017"
"2144","GRANT PARISH SHERIFF'S OFFICE - DETENTION FACILITY",9,26,16,4,10,2,8,105,0,100,9,9.61016949,"2017"
"2145","IBERIA PARISH SHERIFFS OFFICE",7,68,38,19,30,19,11,415,37,415,1.27884614,1.35795003,"2017"
"2146","JACKSON PARISH CORRECTIONAL CENTER",1,116,76,36,40,15,25,1089,0,1050,1,1.07142857,"2017"
"2147","JEFFERSON PARISH SHERIFFS OFFICE",1,343,320,171,23,16,7,941,107,969,1,1.12380952,"2017"
"2148","JEFFERSON DAVIS PARISH SHERIFFS OFFICE",9,13,13,0,0,0,0,60,5,62,9,9.61016949,"2017"
"2149","LIVINGSTON PARISH SHERIFFS OFFICE",1,33,15,4,18,9,9,560,75,538,1,1.12380952,"2017"
"2150","MADISON PARISH JAIL",1,8,8,4,0,0,0,24,0,24,1,1.12380952,"2017"
"2151","MADISON CORRECTIONAL CENTER",1,96,66,14,30,11,19,766,0,806,1,1.12380952,"2017"
"2152","MOREHOUSE PARISH SHERIFFS OFFICE",2,32,25,6,7,5,2,202,18,200,2.71428561,2.88392846,"2017"
"2153","NATCHITOCHES PARISH SHERIFFS OFFICE",7,87,64,12,23,16,7,490,6,488,1.27884614,1.35795003,"2017"
"2154","OUACHITA PARISH SHERIFF'S OFFICE - TRANSITIONAL WORK PROGRAM",1,27,19,0,8,5,3,169,0,174,1,1.07142857,"2017"
"2155","OUACHITA PARISH CORRECTIONAL CENTER",1,138,105,37,33,16,17,927,133,944,1,1.07142857,"2017"
"2156","RAPIDES PARISH SHERIFFS OFFICE",1,153,119,17,34,14,20,1125,44,1152,1,1.07142857,"2017"
"2157","ST. BERNARD SHERIFFS OFFICE",7,24,11,1,13,4,9,239,25,220,1.27884614,1.35795003,"2017"
"2158","ST. CHARLES PARISH SHERIFFS OFFICE",7,138,109,26,29,22,7,462,29,426,1.27884614,1.35795003,"2017"
"2159","ST. LANDRY PARISH SHERIFFS OFFICE",7,76,56,18,20,12,8,253,17,225,1.27884614,1.35795003,"2017"
"2160","ST. MARTIN PARISH SHERIFF'S OFFICE",3,40,36,19,4,3,1,184,19,175,4.69999981,4.94736822,"2017"
"2161","ST. MARY PARISH SHERIFFS OFFICE",7,82,69,19,13,8,5,232,0,204,1.27884614,1.35795003,"2017"
"2162","ST. TAMMANY PARISH SHERIFFS OFFICE",1,162,121,24,41,26,15,1045,115,1063,1,1.07142857,"2017"
"2163","UNION PARISH DETENTION CENTER",7,74,67,21,7,6,1,393,20,360,1.27884614,1.35795003,"2017"
"2164","WASHINGTON PARISH SHERIFF'S OFFICE",3,31,21,6,10,6,4,181,28,170,4.69999981,4.94736822,"2017"
"2165","WEBSTER PARISH SHERIFFS OFFICE",7,66,59,16,7,5,2,290,0,250,1.27884614,1.35795003,"2017"
"2166","EAST BATON ROUGE PARISH SHERIFFS OFFICE",1,296,284,70,12,0,12,1627,178,1637,1,1.07142857,"2017"
