"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ADPF","ADP","DESIGNWT","FINALWT","year"
"3089","HARRISON COUNTY SHERIFF'S OFFICE",1,40,150,103,670,1,1.05357143,"2016"
"3090","HINDS COUNTY SHERIFFS OFFICE",1,144,386,92,715,1,1.05357143,"2016"
"3091","ISSAQUENA COUNTY CORRECTIONAL FACILITY",7,6,68,92,317,1.27884614,1.30404508,"2016"
"3092","ISSAQUENA COUNTY SHERIFFS OFFICE",7,0,9,2,2,1.27884614,1.30404508,"2016"
"3093","JEFFERSON COUNTY SHERIFF'S OFFICE - JEFFERSON-FRANKLIN CORRECTIONAL FACILITY",7,17,44,0,259,1.27884614,1.30404508,"2016"
"3094","JEFFERSON COUNTY SHERIFF'S OFFICE - JAIL",7,9,18,0,15,1.27884614,1.30404508,"2016"
"3095","JONES COUNTY SHERIFF'S OFFICE",7,13,30,33,214,1.27884614,1.30404508,"2016"
"3096","MDOC DIVISION OF INSTITUTIONS - LEAKE COUNTY CORRECTIONAL FACILITY",7,12,44,8,344,1.27884614,1.30404508,"2016"
"3097","LEE COUNTY SHERIFFS OFFICE",7,2,46,33,218,1.27884614,1.30404508,"2016"
"3098","MARION-WALTHALL COUNTY REGIONAL CORRECTIONAL FACILITY",7,6,54,66,404,1.27884614,1.30404508,"2016"
"3099","LENOIR ROWELL CRIMINAL JUSTICE CENTER",7,7,41,36,289,1.27884614,1.30404508,"2016"
"3100","RANKIN COUNTY SHERIFF'S DEPARTMENT",2,13,78,77,432,2.71428561,2.71428561,"2016"
"3101","SIMPSON COUNTY ADULT DETENTION CENTER",8,10,35,12,106,4.90361452,5.15508193,"2016"
"3102","STONE COUNTY REGIONAL CORRECTIONAL FACILITY",7,15,49,25,435,1.27884614,1.30404508,"2016"
"3103","WASHINGTON COUNTY REGIONAL CORRECTIONAL FACILITY",7,14,62,220,345,1.27884614,1.30404508,"2016"
"3104","YAZOO COUNTY REGIONAL CORRECTIONAL FACILITY",7,15,67,2,402,1.27884614,1.30404508,"2016"
"3105","PICAYUNE POLICE DEPARTMENT",10,46,51,3,16,14.89999962,15.15689616,"2016"
"3106","MDOC DIVISION OF INSTITUTIONS - CARROLL/MONTGOMERY REGIONAL CORRECTIONAL FACILITY",12,13,39,0,45,1,1.04545455,"2016"
"3107","GEORGE COUNTY SHERIFFS OFFICE",12,8,37,18,327,1,1.04545455,"2016"
"3108","MDOC DIVISION OF INSTITUTIONS - HOLMES-HUMPHREYS REGIONAL CORRECTIONS FACILITY",12,9,49,0,245,1,1.04545455,"2016"
"3109","MDOC DIVISION OF INSTITUTIONS - KEMPER-NESHOBA COUNTY REGIONAL CORRECTIONS FACILITY",12,14,78,3,366,1,1.04545455,"2016"
"3110","WINSTON/CHOCTAW COUNTY REGIONAL CORRECTIONAL FACILITY",12,20,40,9,262,1,1.04545455,"2016"
"3111","CALDWELL COUNTY DETENTION CENTER",8,4,30,14,130,4.90361452,5.15508193,"2016"
"3112","CAPE GIRARDEAU COUNTY SHERIFFS OFFICE",8,13,28,37,225,4.90361452,5.15508193,"2016"
"3113","CLARK COUNTY SHERIFFS OFFICE",10,0,9,6,21,14.89999962,15.15689616,"2016"
"3114","GREENE COUNTY SHERIFFS OFFICE",1,30,210,120,697,1,1.05357143,"2016"
"3115","HOLT COUNTY SHERIFFS OFFICE",10,6,11,3,10,14.89999962,15.15689616,"2016"
"3116","JASPER COUNTY SHERIFFS OFFICE",3,27,57,25,210,4.69999981,5.22222201,"2016"
"3117","LINCOLN COUNTY SHERIFFS OFFICE",4,5,34,15,187,9,9,"2016"
"3118","MONROE COUNTY SHERIFF'S OFFICE",10,0,0,4,19,14.89999962,15.15689616,"2016"
"3119","PERRY COUNTY SHERIFFS OFFICE",10,2,11,8,35,14.89999962,15.15689616,"2016"
"3120","PLATTE COUNTY SHERIFFS OFFICE",4,4,30,32,146,9,9,"2016"
"3121","ST. CHARLES COUNTY DEPARTMENT OF CORRECTION",7,29,164,73,418,1.27884614,1.30404508,"2016"
"3122","ST. LOUIS COUNTY - DEPARTMENT OF JUSTICE SERVICES",1,69,308,161,1219,1,1.0546875,"2016"
"3123","SCOTLAND COUNTY SHERIFFS OFFICE",10,10,10,0,4,14.89999962,15.15689616,"2016"
"3124","SHELBY COUNTY SHERIFFS OFFICE",10,5,10,2,11,14.89999962,15.15689616,"2016"
"3125","WASHINGTON COUNTY SHERIFFS OFFICE",9,0,6,10,52,9,9.29508197,"2016"
"3126","WRIGHT COUNTY SHERIFFS OFFICE",10,1,5,10,40,14.89999962,15.15689616,"2016"
"3127","ST. LOUIS DEPARTMENT OF PUBLIC SAFETY DIVISION OF CORRECTIONS",1,80,438,100,1368,1,1.0546875,"2016"
"3128","DAVIESS-DEKALB REGIONAL JAIL",12,7,42,32,135,1,1.05,"2016"
"3129","CHOUTEAU COUNTY SHERIFFS OFFICE",10,7,13,5,15,14.89999962,15.15689616,"2016"
"3130","DAWSON COUNTY SHERIFFS OFFICE",8,20,62,8,168,4.90361452,5.15508193,"2016"
"3131","MISSOULA COUNTY SHERIFFS OFFICE",2,20,120,40,370,2.71428561,2.71428561,"2016"
"3132","CASCADE COUNTY SHERIFF'S OFFICE",12,28,111,62,428,1,1.04545455,"2016"
"3133","BOONE COUNTY SHERIFFS DEPARTMENT",10,12,12,0,2,14.89999962,15.15689616,"2016"
"3134","BUFFALO COUNTY SHERIFFS OFFICE",4,4,33,30,114,9,9,"2016"
"3135","DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS",1,56,389,172,1207,1,1.0546875,"2016"
"3136","POLK COUNTY SHERIFFS OFFICE",10,8,16,0,1,14.89999962,15.15689616,"2016"
"3137","Sarpy County Sheriff's Office",8,27,65,22,139,4.90361452,5.15508193,"2016"
"3138","WASHINGTON COUNTY SHERIFFS OFFICE",10,7,17,2,15,14.89999962,15.15689616,"2016"
"3139","Las Vegas Metropolitan Police Department",1,282,1072,671,3645,1,1.0546875,"2016"
"3140","DOUGLAS COUNTY SHERIFF'S OFFICE",9,4,28,11,59,9,9.29508197,"2016"
"3141","ELKO COUNTY SHERIFFS OFFICE",8,3,30,43,164,4.90361452,5.15508193,"2016"
"3142","NYE COUNTY SHERIFFS OFFICE",8,14,31,31,155,4.90361452,5.15508193,"2016"
"3143","WASHOE COUNTY SHERIFFS OFFICE",1,147,385,201,1085,1,1.0546875,"2016"
"3144","HENDERSON POLICE DEPARTMENT",7,44,114,55,485,1.27884614,1.30404508,"2016"
"3145","City of Las Vegas Department of Public Safety",7,80,190,204,789,1.27884614,1.30404508,"2016"
"3146","HILLSBOROUGH COUNTY DEPARTMENT OF CORRECTIONS",1,39,144,72,472,1,1.05357143,"2016"
"3147","ROCKINGHAM COUNTY DEPARTMENT OF CORRECTIONS",2,15,81,4,221,2.71428561,2.71428561,"2016"
"3148","STRAFFORD COUNTY DEPARTMENT OF CORRECTIONS",7,10,69,93,401,1.27884614,1.30404508,"2016"
"3149","ATLANTIC COUNTY DEPARTMENT OF PUBLIC SAFETY, DIVISION OF ADULT DETENTION",1,12,222,195,654,1,1.05357143,"2016"
"3150","BERGEN COUNTY SHERIFF'S OFFICE",1,60,339,45,745,1,1.05357143,"2016"
"3151","CAMDEN COUNTY DEPARTMENT OF CORRECTIONS",1,36,356,126,1258,1,1.0546875,"2016"
"3152","CAPE MAY COUNTY SHERIFFS OFFICE",7,27,109,38,239,1.27884614,1.30404508,"2016"
"3153","CUMBERLAND COUNTY DEPARTMENT OF CORRECTIONS",7,23,51,35,443,1.27884614,1.30404508,"2016"
"3154","ESSEX COUNTY CORRECTIONAL FACILITY",1,67,693,183,2795,1,1.0546875,"2016"
"3155","HUDSON COUNTY DEPARTMENT OF CORRECTIONS",1,133,468,117,1525,1,1.0546875,"2016"
"3156","MERCER COUNTY CORRECTION CENTER",1,126,370,85,697,1,1.05357143,"2016"
"3157","MIDDLESEX COUNTY ADULT CORRECTIONS CENTER",1,37,261,102,884,1,1.05357143,"2016"
"3158","MONMOUTH COUNTY SHERIFFS OFFICE",1,63,393,63,679,1,1.05357143,"2016"
"3159","MORRIS COUNTY SHERIFF'S OFFICE",7,47,193,37,258,1.27884614,1.30404508,"2016"
"3160","OCEAN COUNTY DEPARTMENT OF CORRECTIONS",7,40,246,79,486,1.27884614,1.30404508,"2016"
"3161","PASSAIC COUNTY SHERIFFS OFFICE",1,40,350,56,812,1,1.0546875,"2016"
"3162","SALEM COUNTY SHERIFFS OFFICE",7,36,215,65,375,1.27884614,1.30404508,"2016"
"3163","UNION COUNTY JAIL",1,35,308,28,587,1,1.05357143,"2016"
"3164","WARREN COUNTY SHERIFF'S DEPARTMENT OF CORRECTIONS",8,12,69,12,111,4.90361452,5.15508193,"2016"
"3165","CHAVES COUNTY DETENTION CENTER",7,9,98,40,270,1.27884614,1.30404508,"2016"
"3166","CURRY COUNTY DETENTION CENTER",7,20,75,48,251,1.27884614,1.30404508,"2016"
"3167","DONA ANA COUNTY DETENTION CENTER",1,106,307,98,729,1,1.05357143,"2016"
"3168","QUAY COUNTY DETENTION CENTER",9,0,20,10,45,9,9.29508197,"2016"
"3169","RIO ARRIBA COUNTY DETENTION CENTER",8,8,40,20,106,4.90361452,5.15508193,"2016"
"3170","SANDOVAL COUNTY DETENTION CENTER",7,40,124,50,352,1.27884614,1.30404508,"2016"
"3171","VALENCIA COUNTY DETENTION CENTER",8,12,62,26,161,4.90361452,5.15508193,"2016"
"3172","MCKINLEY COUNTY ADULT DETENTION CENTER",12,6,37,30,181,1,1.04545455,"2016"
"3173","TORRANCE COUNTY DETENTION FACILITY - CCA",1,11,85,24,652,1,1.05357143,"2016"
"3174","ALBANY COUNTY SHERIFF'S OFFICE",1,9,330,90,616,1,1.05357143,"2016"
"3175","CHAUTAUQUA COUNTY OFFICE OF THE SHERIFF",2,10,130,38,275,2.71428561,2.71428561,"2016"
"3176","DUTCHESS COUNTY JAIL",7,45,235,55,404,1.27884614,1.30404508,"2016"
"3177","MONROE COUNTY SHERIFFS OFFICE",1,21,498,163,1362,1,1.0546875,"2016"
"3178","MONTGOMERY COUNTY SHERIFFS OFFICE",3,2,57,8,84,4.69999981,5.22222201,"2016"
"3179","NASSAU COUNTY SHERIFF'S DEPARTMENT",1,88,904,91,1192,1,1.0546875,"2016"
"3180","NIAGARA COUNTY SHERIFF'S OFFICE",2,54,193,56,431,2.71428561,2.71428561,"2016"
"3181","ONONDAGA COUNTY DEPARTMENT OF CORRECTION",1,51,203,72,483,1,1.0546875,"2016"
"3182","ONONDAGA COUNTY JUSTICE CENTER",1,61,314,74,584,1,1.0546875,"2016"
"3183","ORANGE COUNTY SHERIFFS OFFICE",1,86,385,95,682,1,1.05357143,"2016"
"3184","ORLEANS COUNTY SHERIFFS OFFICE",5,7,46,12,65,7.41666651,7.41666651,"2016"
"3185","TIOGA COUNTY SHERIFFS OFFICE",4,15,54,17,77,9,9,"2016"
"3186","WESTCHESTER COUNTY DEPARTMENT OF CORRECTION",1,190,1046,86,1041,1,1.0546875,"2016"
"3187","NEW YORK CITY DEPARTMENT OF CORRECTION",1,1029,10803,623,9758,1,1.0546875,"2016"
"3188","ALAMANCE COUNTY SHERIFFS OFFICE",2,4,121,49,380,2.71428561,2.71428561,"2016"
"3189","BUNCOMBE COUNTY SHERIFFS OFFICE",2,15,143,76,474,2.71428561,2.71428561,"2016"
"3190","CHATHAM COUNTY SHERIFFS OFFICE",5,8,46,13,66,7.41666651,7.41666651,"2016"
"3191","CHEROKEE COUNTY SHERIFFS OFFICE",8,2,24,20,91,4.90361452,5.15508193,"2016"
"3192","CRAVEN COUNTY SHERIFFS OFFICE",3,7,47,50,275,4.69999981,5.22222201,"2016"
"3193","CUMBERLAND COUNTY SHERIFFS OFFICE",1,45,191,93,746,1,1.05357143,"2016"
"3194","DAVIDSON COUNTY SHERIFFS OFFICE",7,4,36,38,231,1.27884614,1.30404508,"2016"
"3195","DURHAM COUNTY SHERIFFS OFFICE",2,36,228,51,471,2.71428561,2.71428561,"2016"
"3196","EDGECOMBE COUNTY DETENTION CENTER",3,11,69,23,173,4.69999981,5.22222201,"2016"
"3197","FORSYTH COUNTY DETENTION CENTER",1,21,244,72,669,1,1.05357143,"2016"
"3198","GUILFORD COUNTY'SHERIFFS OFFICE",1,10,299,131,818,1,1.05357143,"2016"
"3199","HENDERSON COUNTY SHERIFFS OFFICE",3,6,48,27,162,4.69999981,5.22222201,"2016"
"3200","MECKLENBURG COUNTY SHERIFFS OFFICE",1,128,638,128,1439,1,1.0546875,"2016"
"3201","NEW HANOVER COUNTY SHERIFFS OFFICE",1,21,181,76,548,1,1.05357143,"2016"
"3202","PAMLICO COUNTY DETENTION CENTER",9,1,20,11,105,9,9.29508197,"2016"
"3203","RANDOLPH COUNTY JAIL",3,9,66,58,242,4.69999981,5.22222201,"2016"
"3204","RICHMOND COUNTY SHERIFFS OFFICE",4,0,21,13,85,9,9,"2016"
"3205","STOKES COUNTY SHERIFFS OFFICE",9,0,4,14,62,9,9.29508197,"2016"
"3206","WAKE COUNTY SHERIFF'S OFFICE",1,13,472,151,1210,1,1.0546875,"2016"
"3207","BURKE CATAWBA DISTRICT CONFINEMENT FACILITY",12,3,37,86,182,1,1.05,"2016"
"3208","BERTIE-MARTIN REGIONAL JAIL",12,3,24,11,92,1,1,"2016"
"3209","ALBEMARLE DISTRICT JAIL",12,8,60,20,152,1,1.05,"2016"
"3210","BURLEIGH COUNTY SHERIFFS DEPARTMENT",8,5,54,28,178,4.90361452,5.15508193,"2016"
"3211","CASS COUNTY JAIL",7,7,80,23,302,1.27884614,1.30404508,"2016"
"3212","GRAND FORKS COUNTY CORRECTIONAL CENTER",8,3,63,34,196,4.90361452,5.15508193,"2016"
"3213","HEART OF AMERICA CORRECTIONAL AND TREATMENT CENTER",12,6,32,16,117,1,1.05,"2016"
"3214","LAKE REGION LAW ENFORCEMENT CENTER",12,2,18,14,63,1,1,"2016"
"3215","SOUTHWEST MULTI-COUNTY CORRECTION CENTER (SWMCCC)",12,20,47,12,91,1,1,"2016"
"3216","AUGLAIZE COUNTY SHERIFFS OFFICE",9,11,36,12,50,9,9.29508197,"2016"
"3217","BUTLER COUNTY SHERIFFS OFFICE",1,51,171,197,995,1,1.05357143,"2016"
"3218","CLARK COUNTY SHERIFFS OFFICE",8,2,35,48,208,4.90361452,5.15508193,"2016"
"3219","CLERMONT COUNTY SHERIFFS OFFICE",7,8,97,76,339,1.27884614,1.30404508,"2016"
"3220","COSHOCTON COUNTY SHERIFFS OFFICE",9,3,11,12,62,9,9.29508197,"2016"
"3221","ERIE COUNTY SHERIFFS OFFICE",8,8,42,30,131,4.90361452,5.15508193,"2016"
"3222","FRANKLIN COUNTY SHERIFFS OFFICE",1,166,532,323,1901,1,1.0546875,"2016"
"3223","FRANKLIN COUNTY COMMUNITY BASED CORRECTIONAL FACILITY",1,11,57,37,197,1,1.0546875,"2016"
"3224","GEAUGA COUNTY SHERIFFS OFFICE",8,13,45,25,142,4.90361452,5.15508193,"2016"
"3225","GREENE COUNTY SHERIFFS OFFICE",7,15,86,82,287,1.27884614,1.30404508,"2016"
"3226","HAMILTON COUNTY SHERIFFS OFFICE",1,87,368,265,1516,1,1.0546875,"2016"
"3227","RIVER CITY CORRECTIONAL CENTER",1,25,102,54,195,1,1.0546875,"2016"
"3228","HOLMES COUNTY SHERIFFS OFFICE",10,3,24,6,33,14.89999962,15.15689616,"2016"
"3229","LAKE COUNTY SHERIFFS OFFICE",7,10,93,88,374,1.27884614,1.30404508,"2016"
"3230","LUCAS COUNTY CORRECTIONS CENTER",2,0,0,48,445,2.71428561,2.71428561,"2016"
"3231","MAHONING COUNTY SHERIFFS OFFICE",1,14,122,93,485,1,1.05357143,"2016"
"3232","MIAMI COUNTY SHERIFFS OFFICE",8,3,53,22,154,4.90361452,5.15508193,"2016"
"3233","MONTGOMERY COUNTY SHERIFFS OFFICE",1,18,128,143,769,1,1.05357143,"2016"
"3234","MUSKINGUM COUNTY SHERIFFS OFFICE",8,10,53,36,193,4.90361452,5.15508193,"2016"
"3235","PORTAGE COUNTY SHERIFFS OFFICE",7,8,57,51,269,1.27884614,1.30404508,"2016"
"3236","RICHLAND COUNTY SHERIFFS OFFICE",3,4,70,57,241,4.69999981,5.22222201,"2016"
"3237","SUMMIT COUNTY SHERIFFS OFFICE",7,26,198,120,681,1.27884614,1.30404508,"2016"
"3238","TRUMBULL COUNTY SHERIFFS OFFICE",7,9,81,54,309,1.27884614,1.30404508,"2016"
"3239","WARREN COUNTY SHERIFFS OFFICE",7,20,88,65,294,1.27884614,1.30404508,"2016"
"3240","GARFIELD HEIGHTS POLICE DEPARTMENT",10,1,11,1,6,14.89999962,15.15689616,"2016"
"3241","GREENFIELD POLICE DEPARTMENT",1,0,0,0,2,1,1,"2016"
"3242","SOUTHEASTERN OHIO REGIONAL JAIL",12,15,51,40,166,1,1.05,"2016"
"3243","TRI-COUNTY REGIONAL JAIL",12,10,49,35,160,1,1.05,"2016"
"3244","MULTI-COUNTY CORRECTIONAL CENTER",12,10,52,43,191,1,1.05,"2016"
"3245","CORRECTION CENTER OF NORTHWEST OHIO",12,23,117,99,535,1,1,"2016"
"3246","CHEROKEE COUNTY DETENTION CENTER",8,11,33,18,105,4.90361452,5.15508193,"2016"
"3247","COMANCHE COUNTY DETENTION CENTER",2,28,68,50,330,2.71428561,2.71428561,"2016"
"3248","GARFIELD COUNTY SHERIFFS OFFICE",7,2,33,52,240,1.27884614,1.30404508,"2016"
"3249","GRADY COUNTY CRIMINAL JUSTICE AUTHORITY",1,10,104,50,420,1,1.05357143,"2016"
"3250","JEFFERSON COUNTY SHERIFFS OFFICE",8,8,15,4,70,4.90361452,5.15508193,"2016"
"3251","LOVE COUNTY SHERIFFS OFFICE",1,1,21,10,38,1,1.05357143,"2016"
"3252","NOWATA COUNTY SHERIFFS OFFICE",9,5,30,7,64,9,9.29508197,"2016"
"3253","OKLAHOMA COUNTY SHERIFFS OFFICE",1,141,425,372,2192,1,1.0546875,"2016"
"3254","OKMULGEE COUNTY CRIMINAL JUSTICE AUTHORITY",7,11,32,77,272,1.27884614,1.30404508,"2016"
"3255","PITTSBURG COUNTY CRIMINAL JUSTICE CENTER",8,3,26,39,165,4.90361452,5.15508193,"2016"
"3256","POTTAWATOMIE COUNTY PUBLIC SAFETY CENTER",7,0,50,50,350,1.27884614,1.30404508,"2016"
"3257","PUSHMATAHA COUNTY SHERIFFS OFFICE",10,10,18,9,54,14.89999962,15.15689616,"2016"
"3258","SEQUOYAH COUNTY SHERIFFS OFFICE",9,3,21,29,133,9,9.29508197,"2016"
"3259","TULSA COUNTY SHERIFFS OFFICE",1,59,416,260,1531,1,1.0546875,"2016"
"3260","WAGONER COUNTY SHERIFFS OFFICE",9,6,24,21,101,9,9.29508197,"2016"
"3261","GEARY POLICE DEPARTMENT",1,12,24,1,2,1,1,"2016"
"3262","BRISTOW POLICE DEPARTMENT",10,1,6,1,3,14.89999962,15.15689616,"2016"
"3263","BENTON COUNTY SHERIFFS OFFICE",10,2,23,7,30,14.89999962,15.15689616,"2016"
"3264","CLACKAMAS COUNTY SHERIFFS OFFICE",1,43,148,125,503,1,1.05357143,"2016"
"3265","CLACKAMAS COUNTY COMMUNITY CORRECTIONS",1,19,36,29,91,1,1.05357143,"2016"
"3266","DOUGLAS COUNTY SHERIFFS OFFICE",7,21,62,39,241,1.27884614,1.30404508,"2016"
"3267","MULTNOMAH COUNTY SHERIFF'S OFFICE",1,136,513,172,1149,1,1.0546875,"2016"
"3268","POLK COUNTY SHERIFFS OFFICE",8,2,31,28,138,4.90361452,5.15508193,"2016"
"3269","WASHINGTON COUNTY SHERIFF'S OFFICE",1,50,187,98,572,1,1.05357143,"2016"
"3270","LEBANON POLICE DEPARTMENT",1,0,1,3,10,1,1,"2016"
"3271","NORTHERN OREGON REGIONAL CORRECTIONS FACILITY",12,13,40,15,115,1,1.05,"2016"
"3272","ADAMS COUNTY ADULT CORRECTIONAL COMPLEX",2,33,136,54,305,2.71428561,2.71428561,"2016"
"3273","RENEWAL INC",1,90,190,54,525,1,1.0546875,"2016"
"3274","THE PROGRAM FOR OFFENDERS",1,20,43,32,79,1,1.0546875,"2016"
"3275","ALLEGHENY COUNTY BUREAU OF CORRECTIONS",1,222,676,283,2178,1,1.0546875,"2016"
"3276","ARMSTRONG COUNTY JAIL",8,14,59,29,147,4.90361452,5.15508193,"2016"
"3277","BERKS COUNTY JAIL SYSTEM",1,64,267,114,924,1,1.0546875,"2016"
"3278","BLAIR COUNTY PRISON",7,6,101,59,313,1.27884614,1.30404508,"2016"
"3279","BUCKS COUNTY DEPARTMENT OF CORRECTIONS",1,41,351,200,1106,1,1.0546875,"2016"
"3280","BUTLER COUNTY PRISON",7,4,128,57,352,1.27884614,1.30404508,"2016"
"3281","CAMBRIA COUNTY PRISON",2,23,118,87,506,2.71428561,2.71428561,"2016"
"3282","CARBON COUNTY CORRECTIONAL FACILITY",8,4,65,50,220,4.90361452,5.15508193,"2016"
"3283","CHESTER COUNTY PRISON",1,110,300,90,840,1,1.05357143,"2016"
"3284","CLINTON COUNTY CORRECTIONAL FACILITY",7,23,75,27,220,1.27884614,1.30404508,"2016"
"3285","DAUPHIN COUNTY PRISON",1,106,349,164,1271,1,1.0546875,"2016"
"3286","ERIE COUNTY DEPARTMENT OF CORRECTIONS",1,75,229,101,687,1,1.05357143,"2016"
"3287","FRANKLIN COUNTY JAIL",7,11,121,89,467,1.27884614,1.30404508,"2016"
"3288","JEFFERSON COUNTY JAIL",8,13,57,25,131,4.90361452,5.15508193,"2016"
"3289","LACKAWANNA COUNTY PRISON",1,30,204,110,940,1,1.05357143,"2016"
"3290","LANCASTER COUNTY PRISON",1,50,271,140,941,1,1.0546875,"2016"
"3291","LAWRENCE COUNTY CORRECTIONS",7,22,74,36,225,1.27884614,1.30404508,"2016"
"3292","LEBANON COUNTY PRISON BOARD",7,35,131,95,513,1.27884614,1.30404508,"2016"
"3293","LEHIGH COUNTY DEPARTMENT OF CORRECTIONS",1,72,284,168,1207,1,1.0546875,"2016"
"3294","LUZERNE COUNTY DIVISION OF CORRECTIONS",1,78,313,112,702,1,1.05357143,"2016"
"3295","MERCER COUNTY PRISON",2,11,81,34,254,2.71428561,2.71428561,"2016"
"3296","MONROE COUNTY CORRECTIONAL FACILITY",2,57,177,57,331,2.71428561,2.71428561,"2016"
"3297","MONTGOMERY COUNTY CORRECTIONAL FACILITY",1,114,353,357,1943,1,1.0546875,"2016"
"3298","NORTHAMPTON COUNTY DEPARTMENT OF CORRECTIONS",1,58,241,113,710,1,1.05357143,"2016"
"3299","PIKE COUNTY CORRECTIONAL FACILITY",7,39,122,37,324,1.27884614,1.30404508,"2016"
"3300","POTTER COUNTY JAIL",9,3,21,0,39,9,9.29508197,"2016"
"3301","TIOGA COUNTY PRISON",8,12,45,16,84,4.90361452,5.15508193,"2016"
"3302","VENANGO COUNTY BOARD OF INSPECTORS",3,15,55,33,163,4.69999981,5.22222201,"2016"
"3303","WASHINGTON COUNTY CORRECTIONAL FACILITY",2,22,85,70,370,2.71428561,2.71428561,"2016"
"3304","WESTMORELAND COUNTY PRISON",1,38,192,98,636,1,1.05357143,"2016"
"3305","YORK COUNTY PRISON",1,118,521,292,2365,1,1.0546875,"2016"
"3306","Philadelphia Department of Prisons",1,281,2372,656,7399,1,1.0546875,"2016"
"3307","GEORGE W. HILL CORRECTIONAL FACILITY",1,125,468,301,1754,1,1.0546875,"2016"
"3308","BEAUFORT COUNTY DETENTION CENTER",3,4,75,24,178,4.69999981,5.22222201,"2016"
"3309","HILL-FINKLEA DETENTION CENTER",2,22,89,55,394,2.71428561,2.71428561,"2016"
"3310","CHARLESTON COUNTY SHERIFF'S OFFICE",1,50,379,89,1145,1,1.0546875,"2016"
"3311","DILLON COUNTY DETENTION CENTER",8,0,40,1,91,4.90361452,5.15508193,"2016"
"3312","DORCHESTER COUNTY SHERIFF'S OFFICE",8,31,84,26,229,4.90361452,5.15508193,"2016"
"3313","LAURENS COUNTY DETENTION CENTER",7,1,57,31,207,1.27884614,1.30404508,"2016"
"3314","LEXINGTON COUNTY SHERIFF'S DEPARTMENT",1,0,121,115,771,1,1.05357143,"2016"
"3315","NEWBERRY COUNTY DETENTION CENTER",4,0,9,9,69,9,9,"2016"
"3316","OCONEE COUNTY SHERIFFS OFFICE",8,4,43,33,177,4.90361452,5.15508193,"2016"
"3317","PICKENS COUNTY PRISON",7,0,12,0,61,1.27884614,1.30404508,"2016"
"3318","PICKENS COUNTY SHERIFFS OFFICE",7,2,28,50,207,1.27884614,1.30404508,"2016"
"3319","ALVIN S. GLENN DETENTION CENTER",1,0,0,67,838,1,1.0546875,"2016"
"3320","SPARTANBURG COUNTY DETENTION FACILITY",1,48,197,140,767,1,1.05357143,"2016"
"3321","ORANGEBURG COUNTY DETENTION CENTER",12,7,52,23,254,1,1.05,"2016"
"3322","SUMTER-LEE REGIONAL DETENTION CENTER",12,2,73,20,248,1,1.04545455,"2016"
"3323","BROWN COUNTY SHERIFFS OFFICE",10,17,36,12,53,14.89999962,15.15689616,"2016"
"3324","LAWRENCE COUNTY SHERIFFS OFFICE",10,3,15,11,37,14.89999962,15.15689616,"2016"
"3325","MINNEHAHA COUNTY SHERIFFS OFFICE",1,10,40,90,456,1,1.05357143,"2016"
"3326","PENNINGTON COUNTY JAIL",7,50,154,121,537,1.27884614,1.30404508,"2016"
"3327","ROBERTS COUNTY SHERIFFS OFFICE",5,4,37,6,46,7.41666651,7.41666651,"2016"
"3328","ANDERSON COUNTY SHERIFFS DEPARTMENT",7,12,84,60,294,1.27884614,1.30404508,"2016"
"3329","BEDFORD COUNTY SHERIFFS DEPARTMENT",8,7,50,50,225,4.90361452,5.15508193,"2016"
"3330","BENTON COUNTY SHERIFFS OFFICE",9,6,30,16,75,9,9.29508197,"2016"
"3331","BLOUNT COUNTY SHERIFFS OFFICE",7,13,83,94,466,1.27884614,1.30404508,"2016"
"3332","BRADLEY COUNTY SHERIFFS OFFICE",7,0,63,84,492,1.27884614,1.30404508,"2016"
"3333","CARROLL COUNTY SHERIFFS OFFICE",8,4,34,39,124,4.90361452,5.15508193,"2016"
"3334","CARTER COUNTY SHERIFF'S OFFICE",7,16,56,40,205,1.27884614,1.30404508,"2016"
"3335","CLAIBORNE COUNTY SHERIFF'S OFFICE",7,0,45,30,130,1.27884614,1.30404508,"2016"
"3336","COFFEE COUNTY SHERIFFS DEPARTMENT",7,4,56,76,363,1.27884614,1.30404508,"2016"
"3337","CUMBERLAND COUNTY SHERIFF'S OFFICE",8,9,59,57,218,4.90361452,5.15508193,"2016"
"3338","DECATUR COUNTY SHERIFFS OFFICE",10,1,17,10,51,14.89999962,15.15689616,"2016"
"3339","DICKSON COUNTY SHERIFFS OFFICE",7,7,68,61,295,1.27884614,1.30404508,"2016"
"3340","FAYETTE COUNTY SHERIFF'S OFFICE",8,2,23,28,175,4.90361452,5.15508193,"2016"
"3341","GRAINGER COUNTY SHERIFF'S DEPARTMENT",9,4,24,26,102,9,9.29508197,"2016"
"3342","GREENE COUNTY JAIL",7,21,85,104,384,1.27884614,1.30404508,"2016"
"3343","HAMBLEN COUNTY SHERIFFS DEPARTMENT",7,5,56,113,360,1.27884614,1.30404508,"2016"
"3344","SILVERDALE CORRECTIONAL FACILITY - CCA",1,22,136,261,964,1,1.0546875,"2016"
"3345","HAMILTON COUNTY SHERIFFS OFFICE",1,17,155,5,563,1,1.0546875,"2016"
"3346","HAWKINS COUNTY SHERIFFS OFFICE",7,10,31,44,258,1.27884614,1.30404508,"2016"
"3347","HICKMAN COUNTY SHERIFFS DEPARTMENT",8,0,18,28,128,4.90361452,5.15508193,"2016"
